-8.0929 6.6662 -7.2427 
7.0298 -4.8896 -3.7736 
-5.7692 -7.2336 -4.4098 
-6.3828 -5.5347 -6.1404 
-4.3210 7.8107 -5.4546 
-5.4608 -6.2212 7.7531 
-3.5998 -6.3627 -6.9135 
-4.0325 -4.6631 -3.0615 
-1.7909 -8.0266 -7.7180 
-1.9633 -4.8672 -4.6756 
-1.7407 -7.2850 -4.4006 
-0.9701 -4.8319 -6.9579 
-0.1725 7.7754 -5.6229 
1.2909 -3.6108 7.0140 
1.8716 -7.9639 -6.7526 
1.2159 -3.1616 -3.7929 
2.2853 7.4839 6.9591 
2.8831 -5.4772 -5.9538 
2.9632 -5.1666 -3.5152 
5.4011 -5.3137 -5.4621 
5.1656 -7.5952 -4.1244 
5.8985 -5.1378 -8.1124 
7.4234 -6.4936 -6.4639 
7.8820 -2.8679 -2.3122 
6.9156 -2.5817 -6.5249 
7.6898 -0.1469 -6.4706 
-7.4685 -1.1295 -3.5860 
-7.0108 1.9171 -7.1435 
-5.1067 -3.5636 -5.1347 
-4.9815 -0.8451 -7.6904 
-3.5547 -2.1236 -6.5867 
-3.8317 1.3880 -4.3177 
-3.0101 -3.9167 -7.7851 
-2.4945 -0.6757 -4.9018 
-0.9217 -2.7306 -3.6063 
-1.5715 1.6398 -5.6545 
1.0843 -3.5244 -6.3245 
0.3075 -0.8068 -5.7445 
2.2680 -0.7492 -6.3796 
1.6663 0.8878 -3.5459 
3.4610 -2.6694 -7.7556 
3.8636 -0.1863 -4.7311 
4.5289 -1.8112 -3.3990 
3.1275 0.2915 7.8409 
4.6935 -2.8038 -5.7883 
5.1639 0.8613 -6.7126 
-7.5743 -3.0638 -5.2826 
7.6479 0.7385 -3.7530 
7.0524 3.0231 -7.6536 
7.0695 5.4122 -4.4384 
-6.8884 4.3910 -4.4499 
-6.3171 6.4139 -5.5233 
-5.7276 2.6591 -5.3770 
-5.0368 5.8741 -7.6948 
-4.0825 3.8733 -6.4182 
-3.8051 6.4602 -3.1437 
-2.6697 2.4165 -7.4574 
-2.6613 4.5753 -4.6158 
-1.3453 3.5804 -2.8592 
-1.4755 5.8969 -6.5612 
0.2130 2.4284 -4.4219 
0.6133 4.5172 -7.4808 
2.1437 2.3896 -6.7142 
1.2325 6.7233 -3.9162 
4.3681 2.6599 7.3713 
1.2811 4.4424 -4.7609 
3.7945 4.5682 -3.8433 
3.6065 7.2344 -5.3105 
5.2001 1.3246 -4.1611 
4.3508 5.9548 -7.5495 
6.2373 3.4810 -5.4205 
7.0283 7.7832 -5.3320 
-7.7270 -7.9098 -3.5771 
7.2054 -6.6779 0.1794 
-6.1407 -7.3710 1.8769 
-7.4211 -5.2908 0.9858 
-4.4626 8.0875 0.4084 
-5.6799 -5.9668 -2.1192 
-2.3524 -7.0808 0.0375 
-4.7662 -2.8499 2.3441 
-2.2887 7.9802 -2.2133 
-3.9286 -4.7140 -0.0727 
-1.0681 -6.9682 2.3709 
-0.1484 -5.5423 -0.3681 
0.6615 -7.8206 0.1712 
0.2970 -5.7482 -3.0277 
2.7820 -6.7095 -0.1597 
0.3661 -2.9560 1.9254 
2.4145 -7.9729 -2.6976 
1.8808 -4.5044 0.4873 
3.4806 -7.5411 1.9014 
4.0510 -3.8022 -0.2982 
5.0075 7.0660 0.6073 
4.9030 -5.9076 -2.2335 
7.6616 -6.2461 -2.0922 
5.3625 -5.7684 0.3408 
-6.7710 -4.2233 -0.9089 
-7.8896 0.3301 0.3878 
-6.9394 -1.4246 2.0267 
-6.5320 1.5509 -1.1428 
-5.6474 -2.4729 0.1707 
-5.3607 0.0829 -3.2607 
-4.2646 -1.2835 -1.3860 
-3.6550 2.4415 2.4080 
-2.8617 -2.9572 -2.0561 
-3.3820 0.2820 0.0569 
-1.7149 -0.9211 0.9331 
-1.3206 1.5917 -0.9235 
-1.8954 -3.2675 0.2109 
-0.1317 -0.3443 -2.3893 
1.3524 -1.4266 -0.5112 
1.5025 2.5107 0.8008 
2.7121 -2.8228 -1.8518 
2.5670 0.4920 0.4911 
4.4621 -0.9021 1.8041 
4.0826 1.0062 -1.1911 
5.6518 -2.6794 0.9357 
5.7143 -0.3672 -1.9988 
6.8789 -1.3062 -0.4997 
6.6503 1.7684 1.3360 
8.0732 2.9430 -2.5667 
-7.7934 5.9959 -0.0332 
-6.7936 4.7684 1.8316 
-5.7693 7.1505 -1.8415 
-6.0205 2.2712 1.3467 
-6.2350 4.7325 -1.5097 
-4.6251 3.3878 -0.5493 
-3.1216 6.3819 1.3682 
-3.2289 2.1499 -2.2959 
-2.8918 4.1526 0.9686 
-1.0973 4.9712 2.8429 
-1.0282 6.6645 0.0129 
-0.2735 4.1723 -0.0017 
-0.3999 5.7713 -2.2534 
1.6601 4.3834 -1.6691 
1.2335 8.0581 2.9093 
3.0372 2.3203 -2.5892 
2.5013 6.3425 -0.1490 
4.7922 4.4557 1.7408 
4.9037 7.6133 -2.0378 
5.3010 2.6981 -0.3045 
5.6573 5.1727 -2.4069 
6.9821 4.0524 -0.8680 
7.2598 7.1264 1.5962 
8.0274 -7.9967 3.4620 
7.0568 -5.2751 5.6873 
-7.5911 -7.6108 7.5425 
-6.7122 -5.0428 5.1330 
-4.6106 -7.7932 6.0264 
-5.1415 -5.2161 2.8892 
-3.3163 -6.6626 4.3318 
-4.4744 -4.1005 6.3710 
-2.5039 7.4078 3.5848 
-2.0817 -5.1264 6.2330 
0.1455 -6.2786 7.7186 
-1.3281 -3.2107 4.8653 
0.7493 -7.5389 5.6817 
-0.7409 -4.8878 3.0928 
1.0845 -5.0797 4.7379 
3.0813 -2.9876 5.4803 
2.4518 6.3661 4.2503 
3.8490 -5.3872 3.6492 
4.4818 -5.8219 5.9151 
5.4410 -3.0164 4.7830 
4.5146 -8.1459 6.7009 
6.2482 -6.0672 3.1776 
7.0053 -7.9064 5.9407 
7.4534 -2.7543 7.1337 
-7.4572 -3.1999 3.5351 
-7.1015 0.1189 6.0559 
-6.4139 -2.0936 7.0886 
-7.2150 1.8896 4.1589 
-4.9629 -2.2622 4.8781 
-5.7453 0.5516 3.1868 
-3.9026 -0.0517 4.7116 
-3.5727 0.5859 7.6252 
-2.6057 -1.7788 3.1781 
-1.0915 -0.1883 4.1510 
-1.3982 -0.4235 -7.7908 
-1.2054 2.3793 3.3831 
-0.1763 -1.7271 6.4962 
-0.2468 1.0795 1.4757 
1.0275 -0.6261 3.4344 
0.2570 1.1461 7.1944 
2.9662 -2.7849 2.7909 
2.3758 0.0006 5.6507 
5.1109 -1.6473 6.9141 
3.7133 1.6673 4.4390 
7.2680 -4.1570 2.3861 
5.6629 0.5692 3.3055 
7.2472 -1.2447 4.4971 
7.0434 0.5821 7.4959 
7.6523 3.2874 2.8057 
-7.5223 5.3785 5.8395 
-7.0653 4.5099 7.8760 
-6.6213 7.5974 4.9888 
-5.8191 1.9472 6.8753 
-5.5577 6.4336 3.0605 
-5.7420 3.7740 5.1531 
-3.2662 6.7369 7.1821 
-3.9679 4.8490 3.9591 
-2.3131 5.2002 5.9734 
-0.6955 3.4493 7.4078 
-0.7542 6.6897 5.0180 
0.9527 2.3236 4.4236 
1.1174 5.8518 1.9690 
0.6316 4.5166 5.4843 
2.3565 5.2937 6.9965 
2.5633 3.6267 2.8597 
4.1403 4.3746 5.3646 
3.9729 3.7808 -6.3197 
4.4697 7.6575 4.2295 
6.4917 1.9287 5.6625 
5.8310 5.9836 3.5952 
6.8423 4.2765 4.8383 
6.4282 6.3900 7.2121 
