-7.9679 4.7145 7.5243 
6.1163 -4.1144 -1.2747 
-7.4116 7.3751 -5.9739 
-7.5496 -7.5185 7.0116 
-4.4673 -7.7423 -3.9824 
-5.5794 -7.4578 -7.6120 
-2.8953 -6.0169 -5.8748 
-5.5627 -5.5751 -3.9208 
-1.1189 -8.0594 6.7064 
-1.3330 -5.4747 -3.7757 
-1.0089 -8.1002 -5.5969 
-1.4801 -4.4099 -7.2373 
0.2972 7.7101 -7.6706 
4.4107 -2.0960 7.3990 
4.3142 -5.4364 -7.9731 
-0.1592 -3.2182 -4.7108 
2.2154 -6.9200 7.9932 
2.5931 -3.8908 -5.6527 
3.0436 -5.6882 -4.3392 
5.8911 -5.2495 -5.0869 
5.2812 -7.7861 -4.6933 
5.7354 -5.9911 5.5682 
8.1069 -5.9975 -6.1333 
-7.7410 -2.8042 -2.3155 
7.5441 -2.5066 -5.0210 
7.2019 -0.2226 -6.9770 
-6.2560 -1.7167 -5.5645 
-7.3310 -0.2911 7.9364 
-4.4863 -3.1503 -4.9737 
-3.2011 -0.7642 6.8341 
-2.3459 0.6944 -7.4966 
-4.2661 1.3645 -3.9265 
-3.7635 -2.6583 -7.6180 
-2.6457 -0.1365 -1.9852 
-2.2320 -2.0438 -4.2949 
-2.4984 0.7784 -5.2508 
1.2037 -1.7384 -6.1224 
1.3838 0.0430 -4.6774 
2.6990 -0.1734 -7.3103 
1.8292 -2.6959 -2.9092 
4.6610 -3.2927 -6.5335 
4.3426 0.6806 -5.6113 
4.5941 -1.6177 -3.3409 
2.5953 -0.7994 6.1761 
5.2711 -1.4544 -5.4655 
5.4144 0.5699 7.9108 
-7.9770 -4.6952 -3.8981 
6.5857 0.6020 -4.0614 
7.5357 2.2633 -7.1116 
5.3757 4.5122 -5.2527 
-5.7445 4.5043 -4.5118 
-7.4472 6.0436 -3.3868 
-6.2406 1.7405 -5.1976 
-4.8892 6.9510 -5.7841 
-5.7888 5.8531 8.1148 
-3.0580 5.7594 -2.8818 
-3.4760 3.7334 -5.0706 
-0.7890 3.7895 -4.3158 
-1.4327 4.0247 -1.6592 
-2.4279 5.9654 -5.8167 
-0.7240 1.5136 -4.1298 
-0.6293 4.4095 -6.9153 
1.8603 2.6305 -5.6507 
-0.0236 7.9579 -3.0498 
6.0139 3.3614 6.4818 
2.9565 5.8239 -4.4038 
3.3399 4.3303 -1.7232 
3.1747 7.9094 -5.9335 
4.6668 1.3390 -2.6391 
1.9220 5.6725 -6.8198 
7.5301 3.0867 -4.6456 
6.1871 -6.6749 -7.5697 
-7.5611 -7.4868 -3.6868 
-6.4655 -7.0727 -0.8673 
-3.2531 -7.5420 2.6996 
-4.8917 -4.5577 2.1108 
-3.4116 -7.1971 0.4168 
-5.3719 -4.8519 -0.3934 
-0.1561 -6.8719 -0.3483 
-4.2734 -1.7016 3.5324 
-2.3237 -7.5969 -2.3882 
-2.2630 -5.0660 -0.5261 
-0.2835 8.1316 1.9035 
0.0323 -4.5054 0.7443 
2.0830 7.8048 0.5760 
0.8758 -5.9420 -2.6500 
3.5223 -5.5758 -0.6040 
1.2839 -3.6327 2.6134 
2.9750 -7.2642 -2.3605 
2.8317 -2.0288 0.6974 
3.4444 -7.3183 3.3718 
6.1428 -5.9402 0.8161 
5.5976 7.2031 -0.4425 
4.2177 -4.2665 -2.9342 
7.5717 -5.8164 -1.7241 
4.2606 -7.3479 1.1228 
-4.8900 -3.7530 -2.3731 
-8.0708 0.7757 -0.7416 
-7.3710 -0.5360 2.9857 
-5.6791 -0.4302 -0.1388 
-7.5011 -3.6260 0.0512 
-7.1174 -0.0247 -4.2825 
-5.1986 -1.0356 -2.4148 
-2.4470 3.4904 4.4962 
-2.4935 -3.5891 -2.4578 
-3.3503 -0.1165 0.5545 
-3.1282 -2.3812 1.2782 
-3.2853 3.1776 0.6939 
-1.4411 -1.9002 -0.7494 
-0.4494 1.4232 -1.7153 
0.8314 -0.8992 -1.2830 
2.1110 5.3322 0.4870 
2.0362 -3.9060 -0.5823 
1.1641 0.7767 0.6035 
6.1221 0.0437 1.6057 
4.5682 -0.5897 -0.1894 
5.6590 -3.6111 1.4387 
6.6193 -0.9100 -1.8314 
7.2427 -1.7175 0.7624 
6.6338 2.2340 1.0357 
-7.8902 2.4726 -2.3942 
-7.3516 5.8208 -0.3210 
-6.2543 4.5667 1.9271 
-5.2256 7.4517 -2.0381 
-6.0252 2.1786 0.6951 
-5.5421 3.0837 -1.7256 
-5.1029 5.3827 -0.9202 
-3.8695 5.3951 1.1430 
-3.3447 2.1550 -1.5971 
-3.6837 1.9106 2.7555 
-0.8702 5.2039 4.2772 
-2.1599 6.9307 0.2378 
-0.3301 5.2156 0.4249 
0.5731 5.5142 -2.9687 
3.2959 1.5231 -0.1692 
1.5919 7.2131 3.5736 
2.7346 -0.1446 -2.7812 
2.6316 6.8817 -1.7968 
4.8141 5.4041 0.7770 
5.3633 7.4932 -2.8566 
5.2750 3.2523 -0.5934 
6.4086 5.1736 -3.0294 
7.5341 4.1034 -1.2081 
7.7979 7.8497 0.2860 
5.5880 7.8126 4.3096 
7.7856 -5.4187 7.0111 
6.1290 6.6774 -6.0579 
-6.4402 -4.2738 5.8928 
-4.7218 -6.6134 6.4026 
-5.2395 -6.3879 3.8849 
-2.2527 -4.7570 2.3403 
-5.7382 -5.1407 -6.6438 
-1.6272 7.1855 4.0518 
-2.2624 -5.4556 7.0059 
0.9956 -4.3673 -7.7502 
-1.1997 -3.2093 4.7287 
0.5892 -5.8198 6.2778 
-0.7969 -6.4003 3.4287 
0.7636 -2.8275 6.1738 
3.1417 -2.1465 4.0165 
3.1620 5.2330 4.5255 
2.5959 -5.2352 4.4165 
4.4564 -4.0773 5.2688 
6.5687 -3.5111 4.2022 
4.3181 7.0564 7.9127 
7.6529 -7.1563 3.4798 
7.0149 6.9809 8.0606 
7.8568 -3.4513 -7.5954 
-7.4582 -4.6588 3.5969 
