-790.66089 1.00017 
-790.77734 1.74467 
-791.40605 2.35602 
-790.31311 2.95298 
-789.16090 3.41918 
-789.87434 3.96063 
-791.40603 4.56439 
-792.07693 4.86289 
-793.66119 5.13563 
-793.03766 5.73757 
-793.48056 6.23372 
-794.50285 6.48308 
-793.16306 7.10492 
-793.47165 7.55657 
-792.64888 7.91438 
-791.84565 8.11417 
-792.56146 8.37773 
-792.13870 8.98691 
-794.24981 9.22098 
-794.17645 9.34881 
-795.04247 9.55878 
-795.59835 9.89825 
-793.47838 10.36019 
-794.04755 10.26378 
-794.78458 10.25136 
-794.07540 10.78967 
-795.15525 10.84097 
-794.13369 11.47422 
-793.81268 11.70704 
-793.09312 11.68597 
-792.48798 11.41721 
-794.88676 11.36088 
-794.05319 11.58527 
-795.07654 11.41603 
-794.44720 11.60469 
-794.16327 11.55252 
-795.25552 11.80838 
-795.90030 11.33091 
-795.46300 11.88292 
-796.27546 11.89208 
-797.09842 11.87351 
-798.76565 11.89385 
-799.18231 11.90025 
-799.55188 11.77260 
-800.60377 11.91403 
-799.44478 11.90790 
-798.97462 12.46481 
-798.84888 12.55617 
-799.20688 13.02617 
-797.91453 12.76580 
-798.86324 13.25802 
-796.23460 13.44217 
-796.67526 13.71750 
-796.37794 13.47401 
-796.30684 13.60148 
-794.38594 14.07127 
-795.51562 14.25038 
-795.85582 14.12549 
-795.59829 14.23558 
-798.24524 14.67305 
-798.91935 14.40393 
-799.57887 14.56272 
-800.79205 14.88141 
-800.04323 14.92726 
-800.74727 14.98580 
-800.01545 14.93640 
-800.67790 15.18150 
-799.37557 15.56767 
-798.58887 15.60649 
-799.89990 15.34121 
-799.99708 15.50312 
-799.87537 15.46489 
-798.47700 15.88485 
-799.99676 16.18682 
-798.96300 16.22807 
-796.61683 16.57672 
-799.06919 17.37434 
-798.43436 17.70886 
-798.08309 17.85244 
-799.80449 17.78921 
-800.74219 17.71262 
-799.56595 17.26337 
-798.92274 17.30778 
-798.20021 17.10443 
-798.26422 16.80637 
-798.27340 16.94265 
-798.94428 17.12691 
-798.21668 17.11059 
-798.47570 17.21044 
-799.06048 16.93926 
-798.23892 16.94882 
-798.44280 16.52865 
-798.16698 16.18764 
-799.89350 16.20779 
-799.49219 16.05290 
-800.72063 16.23183 
-801.99989 16.11423 
-801.74499 16.25059 
-801.35158 16.39898 
-802.13667 16.25973 
-803.39702 16.50515 
-803.11557 16.25652 
-802.92650 15.90506 
-803.61676 15.43179 
-800.87469 15.25958 
-802.52880 15.44491 
-800.31272 15.71100 
-798.96954 15.69891 
-799.36562 15.44645 
-800.35802 15.91025 
-800.57149 15.73633 
-799.56649 15.55374 
-797.66160 15.44989 
-797.43256 15.57845 
-798.06843 16.04576 
-798.37377 16.20991 
-797.91699 16.28002 
-798.61712 16.55076 
-798.20402 16.64758 
-797.33908 16.79534 
-797.47997 16.48500 
-797.77911 16.27205 
-798.96205 16.80687 
-799.91292 16.98276 
-798.90648 16.93850 
-799.85709 16.50134 
-799.74410 16.55131 
-798.55441 16.46713 
-798.48533 16.82404 
-798.00045 16.74039 
-797.77850 16.93658 
-798.01096 17.04290 
-799.13342 17.13514 
-800.62695 17.12631 
-799.68286 17.28546 
-800.02635 17.31539 
-801.73626 17.47301 
-801.65180 17.42032 
-801.03484 17.73997 
-803.80584 18.23294 
-803.27731 17.91448 
-801.95130 17.68718 
-801.85640 17.61996 
-800.62123 17.65843 
-800.59636 17.40193 
-799.95090 17.64747 
-800.27754 17.34465 
-800.26399 17.40058 
-799.76688 17.42378 
-799.61695 17.06238 
-799.44149 17.63883 
-800.14461 18.29984 
-799.82746 18.37231 
-800.55043 18.52313 
-799.74568 18.67192 
-799.79717 19.05207 
-801.21664 19.55774 
-800.90401 20.27506 
-800.08993 20.26173 
-801.75298 20.05008 
-800.77815 19.92008 
-800.56804 20.20052 
-801.37913 20.20868 
-802.11110 20.53424 
-800.07936 20.22356 
-800.17498 20.67733 
-798.26775 20.85584 
-798.43709 21.08857 
-798.95882 20.98627 
-798.67470 21.14105 
-800.19296 20.75900 
-800.10160 20.73604 
-802.28399 20.54609 
-804.04653 20.14845 
-804.88890 19.87431 
-802.90115 20.11297 
-802.34659 20.70327 
-801.93924 20.70784 
-799.70674 21.28233 
-801.29816 20.70497 
-799.79240 20.88120 
-799.82214 20.57549 
-801.19417 20.76453 
-801.36738 20.60074 
-802.54682 19.86378 
-802.33072 19.49695 
-801.09133 19.04783 
-800.48324 19.19187 
-800.70249 19.32776 
-801.08229 20.00510 
-802.54389 20.05879 
-801.40591 20.19610 
-802.30494 19.78924 
-800.88238 19.62886 
-800.27743 19.81951 
-800.39992 20.56907 
-801.88870 20.66415 
-800.76255 20.87027 
-801.00838 20.39875 
-800.50839 20.56234 
-800.00112 20.46198 
-799.60600 20.34018 
-800.45232 20.54234 
-799.28888 20.56217 
-800.16041 20.42021 
-801.11043 20.63707 
-802.29275 20.74315 
-802.15341 20.85735 
-802.26311 20.66463 
-802.08033 20.63853 
-802.59392 20.11191 
-801.69098 20.48239 
-799.79881 20.86881 
-798.08088 21.37271 
-799.12459 21.23567 
-799.86646 21.16935 
-800.38040 20.78401 
-800.53207 20.61880 
-799.98661 20.28088 
-799.28668 20.55255 
-800.42948 20.38937 
-799.51951 20.19447 
-800.13481 19.96609 
-800.85790 19.88139 
-802.20206 19.45075 
-799.40159 19.20236 
-799.42846 19.15131 
-800.20560 19.51055 
-801.83425 19.43535 
-803.64841 19.41162 
-805.17801 19.05831 
-805.02439 19.03918 
-804.35435 19.74380 
-803.78459 19.53571 
-803.10247 19.59345 
-801.52794 19.13349 
-801.87841 18.74614 
-802.29449 18.83191 
-801.91011 18.17542 
-804.75459 18.11455 
-806.19863 18.69730 
-804.70825 18.61236 
-805.88661 18.46518 
-804.67581 18.40337 
-804.18517 18.40949 
-806.71933 18.41597 
-806.45357 19.09628 
-807.24507 19.44144 
-805.92784 19.64936 
-804.74408 19.52290 
-803.36902 19.27613 
-805.00516 18.98028 
-804.40553 18.87697 
-804.41019 19.01935 
-803.43213 18.86343 
-803.54207 18.91069 
-804.98216 18.82445 
-806.48123 19.09407 
-805.65440 19.87579 
-805.43610 20.41800 
-806.14744 20.03954 
-805.42440 20.20518 
-807.24931 19.88930 
-805.84223 19.75781 
-805.38111 19.58748 
-804.72255 19.35986 
-805.77991 19.18172 
-806.59226 19.02508 
-806.17082 19.12891 
-805.87026 19.23569 
-804.39586 18.72561 
-802.73826 18.39558 
-802.30493 18.36362 
-803.73762 18.60922 
-801.83486 18.67181 
-802.94555 18.66046 
-802.00600 18.51335 
-800.55980 18.93883 
-799.47807 19.14270 
-800.11253 19.21947 
-799.68970 19.89331 
-799.82143 20.00308 
-801.43247 20.20275 
-801.75165 19.89963 
-801.92038 19.80445 
-803.21477 19.88706 
-802.71833 20.21392 
-803.86203 20.23843 
-803.55997 20.10962 
-802.51144 20.37209 
-802.81728 20.06988 
-802.37357 20.52076 
-801.94223 20.87276 
-801.15041 20.48252 
-801.88646 20.57074 
-801.17823 20.77209 
-802.82532 20.28096 
-805.52641 20.32030 
-804.01584 20.01313 
-805.44329 19.98627 
-804.19810 19.46025 
-803.68672 20.11329 
-802.87449 20.28393 
-803.90205 20.22401 
-805.31510 19.81905 
-806.59960 19.88496 
-806.29907 20.08631 
-806.90019 20.09645 
-804.53872 19.80886 
-805.03748 19.50635 
-805.06517 19.70629 
-804.08117 19.97545 
-802.96710 20.36903 
-799.56105 19.90386 
-798.76053 19.62960 
-799.37529 19.94928 
-800.59530 20.50228 
-801.65114 20.56273 
-801.29402 19.99772 
-802.04808 19.58266 
-803.40816 19.59357 
-803.62228 19.50043 
-802.68846 19.83979 
-802.46900 20.32319 
-803.44811 20.40300 
-805.08678 21.30116 
-803.28693 20.69635 
-802.80628 21.20917 
-802.36772 20.87783 
-801.77103 21.12377 
-801.73569 21.18370 
-800.60686 21.47183 
-800.08709 21.22116 
-800.75088 21.14167 
-801.64813 21.31508 
-802.63833 21.13463 
-801.93267 21.39416 
-802.01209 21.05843 
-802.45641 20.77080 
-801.48111 21.06165 
-800.50770 21.20236 
-800.96988 21.13010 
-801.38667 20.63408 
-801.35168 20.38027 
-802.39318 20.26267 
-804.30119 20.48104 
-805.58780 20.52057 
-805.28837 20.29562 
-806.02519 20.30202 
-806.80440 20.54922 
-804.92952 20.29930 
-805.34082 19.86477 
-806.20228 19.53644 
-807.55860 19.56823 
-807.33322 19.54970 
-807.14925 19.51120 
-805.29422 19.65770 
-806.72296 19.42240 
-805.06695 19.32670 
-805.34097 18.79239 
-806.01275 18.91960 
-805.74408 19.04090 
-804.99733 19.61598 
-804.77066 19.77651 
-804.20786 19.64298 
-802.98600 19.97983 
-801.39482 20.04138 
-802.72610 20.18757 
-800.68298 20.56889 
-801.83205 20.57681 
-801.99455 20.51308 
-802.45631 20.00598 
-802.61068 20.34271 
-802.69962 20.22724 
-803.15231 19.93531 
-802.69455 20.03156 
-803.01598 20.27322 
-802.33593 21.01842 
-802.37308 21.54107 
-804.16259 21.33138 
-802.61332 20.77916 
-800.45592 21.13411 
-800.92465 21.24663 
-802.16810 21.17158 
-802.19322 21.31178 
-803.36682 21.66324 
-803.02431 21.53911 
-803.68561 21.34647 
-803.19903 21.62212 
-802.32915 21.45705 
-800.43705 21.91019 
-801.24568 22.25669 
-802.25608 22.33771 
-803.02870 22.45168 
-803.50207 22.52736 
-804.32283 21.65238 
-804.67296 21.72729 
-802.68372 21.66457 
-803.13990 22.28310 
-802.88425 21.89405 
-803.97844 21.52287 
-803.60104 21.76395 
-804.02522 22.04946 
-805.65364 22.14888 
-805.38805 22.70006 
-804.77361 22.48568 
-802.85983 22.61481 
-803.23175 22.60337 
-802.56203 21.81801 
-800.79456 21.54381 
-801.33929 21.35749 
-800.87334 21.59539 
-800.12711 21.60797 
-800.46731 21.74107 
-800.67228 21.87492 
-801.12040 21.94321 
-802.79165 22.06499 
-802.52309 21.45632 
-801.96496 21.48594 
-801.02367 21.90416 
-800.84546 21.85845 
-801.37551 22.14771 
-803.29574 22.45511 
-803.41468 22.44810 
-801.72607 22.19668 
-803.32509 21.95554 
-802.32750 21.75437 
-801.15049 21.11064 
-800.93390 21.37102 
-800.29328 21.58848 
-801.01140 21.70049 
-802.00512 21.42734 
-802.02427 21.41938 
-801.57696 21.55151 
-799.86392 21.76622 
-800.02451 21.86534 
-798.18271 21.72049 
-798.84066 21.72287 
-799.20690 22.13148 
-800.37545 22.22792 
-798.93444 22.29571 
-798.00822 22.43216 
-797.72814 21.76789 
-798.89751 21.24132 
-797.30557 21.32989 
-797.91465 21.12091 
-799.61646 21.07988 
-799.74555 20.99394 
-799.55659 20.64238 
-797.63446 21.21207 
-799.21219 21.42040 
-801.44200 21.60168 
-801.03891 21.93057 
-802.26675 21.56948 
-803.60668 21.43444 
-805.42455 21.53456 
-805.64512 21.52540 
-804.76846 21.73951 
-803.17281 21.62344 
-804.82457 22.00727 
-804.08091 21.78708 
-801.28176 22.15661 
-799.02086 21.84940 
-800.80560 22.28551 
-800.40389 22.93384 
-800.23262 22.89592 
-800.74989 22.39213 
-800.27878 22.34821 
-800.84492 21.84625 
-802.00056 21.80560 
-802.65879 21.52580 
-802.70453 21.42480 
-801.58538 21.66577 
